"Zunzingen, 16.03.2021",Data per day from: 01.01.2020 to 31.12.2020,,,,,,,,,,,,,
time,Datum,Tmin,Tavg,Tmax,Niederschlag,Feuchte,OidiumIndex,Stadienspez. Anfaelligkeit,OidiumTageswert,Blattfläche,BlattflaecheImWachstum,Blattanzahl,BBCHStadium,DayMonth
01.01.2020 23:50:00,01.01.2020,-3.46,-2.5875,-1.48,0,100,0,0,0,0,0,0,0,01.01
02.01.2020 23:50:00,02.01.2020,-3.4,-0.363194444444445,7.14,0.1,98.097222222222,0,0,0,0,0,0,0,02.01
03.01.2020 23:50:00,03.01.2020,2.77,7.899236111111,9.73,0,80.756944444444,0,0,0,0,0,0,0,03.01
04.01.2020 23:50:00,04.01.2020,3.4,6.300277777778,8.7,1.6,84.256944444444,0,0,0,0,0,0,0,04.01
05.01.2020 23:50:00,05.01.2020,-1.64,2.035208333333,6.26,0,91.694444444444,0,0,0,0,0,0,0,05.01
06.01.2020 23:50:00,06.01.2020,-2.99,2.071875,8.68,0.1,89.479166666667,0,0,0,0,0,0,0,06.01
07.01.2020 23:50:00,07.01.2020,-0.14,5.25,9.35,0,83.368055555556,0,0,0,0,0,0,0,07.01
08.01.2020 23:50:00,08.01.2020,-1.74,6.647291666667,11.66,0.1,81.979166666667,0,0,0,0,0,0,0,08.01
09.01.2020 23:50:00,09.01.2020,5.91,11.210902777778,15.06,0,73.618055555556,0,0,0,0,0,0,0,09.01
10.01.2020 23:50:00,10.01.2020,7.01,9.346388888889,11.22,0.2,74.590277777778,0,0,0,0,0,0,0,10.01
11.01.2020 23:50:00,11.01.2020,-0.41,4.580694444444,8.25,0,89.465277777778,0,0,0,0,0,0,0,11.01
12.01.2020 23:50:00,12.01.2020,-1.55,2.929652777778,6.45,0.1,87.125,0,0,0,0,0,0,0,12.01
13.01.2020 23:50:00,13.01.2020,0.33,5.205208333333,10.35,0,84.444444444444,0,0,0,0,0,0,0,13.01
14.01.2020 23:50:00,14.01.2020,-0.21,7.234375,14.89,0,64.951388888889,0,0,0,0,0,0,0,14.01
15.01.2020 23:50:00,15.01.2020,0.59,8.809652777778,14.53,0,63.354166666667,0,0,0,0,0,0,0,15.01
16.01.2020 23:50:00,16.01.2020,3.43,8.788333333333,15.05,0,74.583333333333,0,0,0,0,0,0,0,16.01
17.01.2020 23:50:00,17.01.2020,0.41,7.133611111111,12.57,1.2,80.555555555556,0,0,0,0,0,0,0,17.01
18.01.2020 23:50:00,18.01.2020,0.19,4.800555555556,7.56,0,84.305555555556,0,0,0,0,0,0,0,18.01
19.01.2020 23:50:00,19.01.2020,-1.75,1.295833333333,4.11,0,92.548611111111,0,0,0,0,0,0,0,19.01
20.01.2020 23:50:00,20.01.2020,-3.14,1.058333333333,6.33,0,82.569444444444,0,0,0,0,0,0,0,20.01
21.01.2020 23:50:00,21.01.2020,-5,-1.649583333333,5,0,88.326388888889,0,0,0,0,0,0,0,21.01
22.01.2020 23:50:00,22.01.2020,-6.44,-3.143541666667,-1.92,0,99.395833333333,0,0,0,0,0,0,0,22.01
23.01.2020 23:50:00,23.01.2020,-3.42,-2.740208333333,-2.14,0,98.409722222222,0,0,0,0,0,0,0,23.01
24.01.2020 23:50:00,24.01.2020,-5.67,-0.831597222222222,6.04,0,92.284722222222,0,0,0,0,0,0,0,24.01
25.01.2020 23:50:00,25.01.2020,-1.47,1.9925,8.51,0.1,94.076388888889,0,0,0,0,0,0,0,25.01
26.01.2020 23:50:00,26.01.2020,-1.5,4.366458333333,12.29,0.7,90.423611111111,0,0,0,0,0,0,0,26.01
27.01.2020 23:50:00,27.01.2020,6.89,8.937013888889,12.07,1.4,73.569444444444,0,0,0,0,0,0,0,27.01
28.01.2020 23:50:00,28.01.2020,3,6.118055555556,9.65,14.4,83.458333333333,0,0,0,0,0,0,0,28.01
29.01.2020 23:50:00,29.01.2020,2.56,5.22625,7.34,3.1,85.395833333333,0,0,0,0,0,0,0,29.01
30.01.2020 23:50:00,30.01.2020,6.04,9.254930555556,12.6,0,71.902777777778,0,0,0,0,0,0,0,30.01
31.01.2020 23:50:00,31.01.2020,11.2,12.754861111111,13.74,0,84.9375,0,0,0,0,0,0,0,31.01
01.02.2020 23:50:00,01.02.2020,10.81,12.909861111111,14.89,0.6,79.777777777778,0,0,0,0,0,0,0,01.02
02.02.2020 23:50:00,02.02.2020,9.88,12.691041666667,14.67,1,86.277777777778,0,0,0,0,0,0,0,02.02
03.02.2020 23:50:00,03.02.2020,9.2,13.038541666667,15.66,7.8,83.131944444444,0,0,0,0,0,0,0,03.02
04.02.2020 23:50:00,04.02.2020,2.51,6.229375,15.6,8.7,82.229166666667,0,0,0,0,0,0,0,04.02
05.02.2020 23:50:00,05.02.2020,-1.56,3.464513888889,8.02,0.5,83.916666666667,0,0,0,0,0,0,0,05.02
06.02.2020 23:50:00,06.02.2020,-3.37,0.511458333333,7.84,0,81.805555555556,0,0,0,0,0,0,0,06.02
07.02.2020 23:50:00,07.02.2020,-4.17,0.496041666667,7.15,0.1,86.548611111111,0,0,0,0,0,0,0,07.02
08.02.2020 23:50:00,08.02.2020,-2.2,4.148958333333,13.81,0.1,76.354166666667,0,0,0,0,0,0,0,08.02
09.02.2020 23:50:00,09.02.2020,7.27,11.953263888889,15.33,0,51.041666666667,0,0,0,0,0,0,0,09.02
10.02.2020 23:50:00,10.02.2020,7.44,11.900208333333,15.73,4.9,67.479166666667,0,0,0,0,0,0,0,10.02
11.02.2020 23:50:00,11.02.2020,3.66,5.676805555556,9.9,14.5,84.972222222222,0,0,0,0,0,0,0,11.02
12.02.2020 23:50:00,12.02.2020,2.88,5.334166666667,7.99,0.5,76.527777777778,0,0,0,0,0,0,0,12.02
13.02.2020 23:50:00,13.02.2020,1.93,7.352708333333,13.09,10.7,67.152777777778,0,0,0,0,0,0,0,13.02
14.02.2020 23:50:00,14.02.2020,3.41,7.341111111111,11.5,0.1,81.104166666667,0,0,0,0,0,0,0,14.02
15.02.2020 23:50:00,15.02.2020,-0.41,7.244791666667,16.11,0,75.131944444444,0,0,0,0,0,0,0,15.02
16.02.2020 23:50:00,16.02.2020,11.37,15.900486111111,21.26,0,37.555555555556,0,0,0,0,0,0,0,16.02
17.02.2020 23:50:00,17.02.2020,6.33,11.333402777778,16.89,3.3,71.958333333333,0,0,0,0,0,0,0,17.02
18.02.2020 23:50:00,18.02.2020,4.95,6.965416666667,9.94,0,72.402777777778,0,0,0,0,0,0,0,18.02
19.02.2020 23:50:00,19.02.2020,5,6.771736111111,9.13,0.6,69.715277777778,0,0,0,0,0,0,0,19.02
20.02.2020 05:10:00,20.02.2020,5.62,6.06625,6.45,0,73.03125,0,0,0,0,0,0,0,20.02
21.02.2020 23:50:00,21.02.2020,2.69,6.598041958042,10.2,,,0,0,0,0,0,0,0,21.02
22.02.2020 23:50:00,22.02.2020,5.34,9.759930555556,14.78,0,46.027777777778,0,0,0,0,0,0,0,22.02
23.02.2020 23:50:00,23.02.2020,9.79,13.029236111111,15.85,0,51.118055555556,0,0,0,0,0,0,0,23.02
24.02.2020 23:50:00,24.02.2020,10.75,12.883402777778,16.53,0,74.548611111111,0,0,0,0,0,0,0,24.02
25.02.2020 23:50:00,25.02.2020,6.88,8.942638888889,13.97,1.9,79.555555555556,0,0,0,0,0,0,0,25.02
26.02.2020 23:50:00,26.02.2020,0.51,3.303055555556,7.7,4.3,84.673611111111,0,0,0,0,0,0,0,26.02
27.02.2020 23:50:00,27.02.2020,0.73,4.285138888889,9.21,7.8,81.923611111111,0,0,0,0,0,0,0,27.02
28.02.2020 23:50:00,28.02.2020,1.9,6.332430555556,10.8,0.1,60.923611111111,0,0,0,0,0,0,0,28.02
29.02.2020 23:50:00,29.02.2020,5.25,11.393402777778,17.01,2.3,64.138888888889,0,0,0,0,0,0,0,29.02
01.03.2020 23:50:00,01.03.2020,5.24,9.767847222222,15.11,0.5,66.8125,0,0,0,0,0,0,0,01.03
02.03.2020 23:50:00,02.03.2020,3.39,5.992638888889,9.43,4.5,83.986111111111,0,0,0,0,0,0,0,02.03
03.03.2020 23:50:00,03.03.2020,3.29,5.236597222222,8.45,0.3,78.541666666667,0,0,0,0,0,0,0,03.03
04.03.2020 23:50:00,04.03.2020,2.29,5.511944444444,11.05,0,75.298611111111,0,0,0,0,0,0,0,04.03
05.03.2020 23:50:00,05.03.2020,4.24,9.020208333333,11.67,16.3,81.166666666667,0,0,0,0,0,0,0,05.03
06.03.2020 23:50:00,06.03.2020,4.49,5.757777777778,8.08,1.5,84.541666666667,0,0,0,0,0,0,0,06.03
07.03.2020 23:50:00,07.03.2020,2.96,5.660833333333,9.25,0.1,76.229166666667,0,0,0,0,0,0,0,07.03
08.03.2020 23:50:00,08.03.2020,2.04,7.693680555556,12.59,0.9,64.152777777778,0,0,0,0,0,0,0,08.03
09.03.2020 23:50:00,09.03.2020,5.29,7.256944444444,10.43,1.5,81.979166666667,0,0,0,0,0,0,0,09.03
10.03.2020 23:50:00,10.03.2020,5.28,7.718055555556,11.37,6.1,85.513888888889,0,0,0,0,0,0,0,10.03
11.03.2020 23:50:00,11.03.2020,11.29,13.2275,16.68,0,81.347222222222,0,0,0,0,0,0,0,11.03
12.03.2020 23:50:00,12.03.2020,9.28,13.086041666667,16.59,0.8,76.194444444444,0,0,0,0,0,0,0,12.03
13.03.2020 23:50:00,13.03.2020,4.41,8.973402777778,13.38,0,63.145833333333,0,0,0,0,0,0,0,13.03
14.03.2020 23:50:00,14.03.2020,1.16,5.972152777778,13.69,0,70.777777777778,0,0,0,0,0,0,0,14.03
15.03.2020 23:50:00,15.03.2020,-0.1,7.614166666667,17.6,0,69.729166666667,0,0,0,0,0,0,0,15.03
16.03.2020 23:50:00,16.03.2020,3.36,11.550416666667,19.23,0,63.493055555556,0,0,0,0,0,0,0,16.03
17.03.2020 23:50:00,17.03.2020,7.33,13.067916666667,18.42,0,62.006944444444,0,0,0,0,0,0,0,17.03
18.03.2020 23:50:00,18.03.2020,4.69,11.423402777778,18.84,0,77.888888888889,0,0,0,0,0,0,0,18.03
19.03.2020 23:50:00,19.03.2020,5.22,12.032152777778,21.59,0,78.430555555556,0,0,0,0,0,0,0,19.03
20.03.2020 23:50:00,20.03.2020,5.64,11.687986111111,18.88,0,79.277777777778,0,0,0,0,0,0,0,20.03
21.03.2020 23:50:00,21.03.2020,4.23,6.081111111111,8.69,0.8,94.590277777778,0,0,0,0,0,0,0,21.03
