"Zunzingen, 16.03.2021",Data per day from: 01.01.2013 to 31.12.2013,,,,,,,,,,,,,
time,Datum,Tmin,Tavg,Tmax,Niederschlag,Feuchte,OidiumIndex,Stadienspez. Anfaelligkeit,OidiumTageswert,Blattfläche,BlattflaecheImWachstum,Blattanzahl,BBCHStadium,DayMonth
01.01.2013 23:50:00,01.01.2013,1.69,5.4125,7.99,4,84.645833333333,0,0,0,0,0,0,0,01.01
02.01.2013 23:50:00,02.01.2013,-0.3,3.900555555556,8.34,0.1,89.701388888889,0,0,0,4,4,1,11,02.01
03.01.2013 23:50:00,03.01.2013,-1.37,3.484166666667,6.81,0,85.819444444444,0,0,0,4,4,1,11,03.01
04.01.2013 23:50:00,04.01.2013,5.99,7.194791666667,8.33,0,93.416666666667,0,0,0,4,4,1,11,04.01
05.01.2013 23:50:00,05.01.2013,5.2,6.660277777778,7.69,0.1,96.319444444444,0,0,0,4,4,1,11,05.01
06.01.2013 23:50:00,06.01.2013,2.19,5.063819444444,6.25,0,95.520833333333,0,0,0,4,4,1,11,06.01
07.01.2013 23:50:00,07.01.2013,0,1.931944444444,5.24,0,99.180555555556,0,0,0,4,4,1,11,07.01
08.01.2013 23:50:00,08.01.2013,-0.85,1.314861111111,3.45,0.1,98.083333333333,0,0,0,4,4,1,11,08.01
09.01.2013 23:50:00,09.01.2013,-0.52,0.447291666667,1.36,0,97.75,0,0,0,4,4,1,11,09.01
10.01.2013 23:50:00,10.01.2013,0.22,1.801527777778,3.25,4.6,97.805555555556,0,0,0,4,4,1,11,10.01
11.01.2013 23:50:00,11.01.2013,2.27,3.030277777778,5.7,5.3,96.208333333333,0,0,0,4,4,1,11,11.01
12.01.2013 23:50:00,12.01.2013,-0.38,2.383472222222,7.73,0,90.277777777778,0,0,0,4,4,1,11,12.01
13.01.2013 23:50:00,13.01.2013,-1.35,-0.586388888888889,0.08,0,100,0,0,0,4,4,1,11,13.01
14.01.2013 23:50:00,14.01.2013,-1.67,-1.227013888889,-0.55,0,98.291666666667,0,0,0,4,4,1,11,14.01
15.01.2013 23:50:00,15.01.2013,-1.81,-0.235208333333333,0.77,0,91.819444444444,0,0,0,4,4,1,11,15.01
16.01.2013 23:50:00,16.01.2013,-4.43,-2.318055555556,0.32,0,81.388888888889,0,0,0,4,4,1,11,16.01
17.01.2013 23:50:00,17.01.2013,-4.93,-4.161458333333,-3.09,0,96.784722222222,0,0,0,4,4,1,11,17.01
18.01.2013 23:50:00,18.01.2013,-7.66,-4.538333333333,0.04,0.1,92.104166666667,0,0,0,4,4,1,11,18.01
19.01.2013 23:50:00,19.01.2013,-5.36,-3.073819444444,-1.49,0,95.875,0,0,0,4,4,1,11,19.01
20.01.2013 23:50:00,20.01.2013,-2.29,-1.175555555556,0.79,0,99.458333333333,0,0,0,4,4,1,11,20.01
21.01.2013 23:50:00,21.01.2013,-1.42,1.043819444444,4.97,5.6,90.180555555556,0,0,0,4,4,1,11,21.01
22.01.2013 23:50:00,22.01.2013,-1.53,1.734930555556,5.32,4.5,87.881944444444,0,0,0,4,4,1,11,22.01
23.01.2013 23:50:00,23.01.2013,-3.03,-1.399513888889,-0.39,0,99.534722222222,0,0,0,4,4,1,11,23.01
24.01.2013 23:50:00,24.01.2013,-3.13,-1.816736111111,-1.07,0,99.236111111111,0,0,0,4,4,1,11,24.01
25.01.2013 23:50:00,25.01.2013,-3.41,-2.932291666667,-2.09,0,94.041666666667,0,0,0,4,4,1,11,25.01
26.01.2013 23:50:00,26.01.2013,-7.75,-2.562777777778,1.99,0,83.166666666667,0,0,0,4,4,1,11,26.01
27.01.2013 23:50:00,27.01.2013,-0.3,2.204583333333,5.21,0.5,82.444444444444,0,0,0,4,4,1,11,27.01
28.01.2013 23:50:00,28.01.2013,2.14,4.037083333333,8.15,2.4,93.444444444444,0,0,0,4,4,1,11,28.01
29.01.2013 23:50:00,29.01.2013,3.76,8.175138888889,9.8,0.2,79.055555555556,0,0,0,4,4,1,11,29.01
30.01.2013 23:50:00,30.01.2013,8.49,12.506875,15.46,2.5,82.784722222222,0,0,0,4,4,1,11,30.01
31.01.2013 23:50:00,31.01.2013,5.3,8.765416666667,11.43,0.5,80.423611111111,0,0,0,4,4,1,11,31.01
01.02.2013 23:50:00,01.02.2013,6.23,8.848888888889,11.29,6.2,90.611111111111,0,0,0,4,4,1,11,01.02
02.02.2013 23:50:00,02.02.2013,-0.07,3.790347222222,7.91,12.2,92.041666666667,0,0,0,4,4,1,11,02.02
03.02.2013 23:50:00,03.02.2013,-0.25,1.532638888889,4.05,2.3,88.048611111111,0,0,0,4,4,1,11,03.02
04.02.2013 23:50:00,04.02.2013,0.22,4.155208333333,8.01,3.5,93.263888888889,0,0,0,4,4,1,11,04.02
05.02.2013 23:50:00,05.02.2013,0.27,4.505,7.93,7.4,92.479166666667,0,0,0,4,4,1,11,05.02
06.02.2013 23:50:00,06.02.2013,-0.11,1.092986111111,2.25,3.2,91.861111111111,0,0,0,4,4,1,11,06.02
07.02.2013 23:50:00,07.02.2013,-2.1,0.128819444444,4.11,2.9,95.930555555556,0,0,0,4,4,1,11,07.02
08.02.2013 23:50:00,08.02.2013,-1.49,0.071805555556,3.86,2.3,92.875,0,0,0,4,4,1,11,08.02
09.02.2013 23:50:00,09.02.2013,-6.94,-2.293541666667,2.47,0.4,89.055555555556,0,0,0,4,4,1,11,09.02
10.02.2013 23:50:00,10.02.2013,-10.02,-4.772569444444,-0.02,0,84.0625,0,0,0,4,4,1,11,10.02
11.02.2013 23:50:00,11.02.2013,-4.01,-2.224166666667,0.21,0.2,97.041666666667,0,0,0,4,4,1,11,11.02
12.02.2013 23:50:00,12.02.2013,-3.37,-2.5375,-1.9,0,95.791666666667,0,0,0,4,4,1,11,12.02
13.02.2013 23:50:00,13.02.2013,-8.23,-3.101388888889,-0.21,0,86.583333333333,0,0,0,4,4,1,11,13.02
14.02.2013 23:50:00,14.02.2013,-11.3,-4.13375,1.12,0,83.097222222222,0,0,0,4,4,1,11,14.02
15.02.2013 23:50:00,15.02.2013,0.64,2.163263888889,4.1,8.9,95.881944444444,0,0,0,4,4,1,11,15.02
16.02.2013 23:50:00,16.02.2013,-0.63,2.759722222222,6.68,0.1,93.5,0,0,0,4,4,1,11,16.02
17.02.2013 23:50:00,17.02.2013,-1.41,0.409583333333,2.19,0,98.458333333333,0,0,0,4,4,1,11,17.02
18.02.2013 23:50:00,18.02.2013,-2.18,1.156388888889,6.11,0,90.159722222222,0,0,0,4,4,1,11,18.02
19.02.2013 23:50:00,19.02.2013,-3.37,2.208541666667,8.55,0,82.097222222222,0,0,0,4,4,1,11,19.02
20.02.2013 23:50:00,20.02.2013,0.08,1.577291666667,3.42,0,86.708333333333,0,0,0,4,4,1,11,20.02
21.02.2013 23:50:00,21.02.2013,-3.45,-1.098888888889,1.42,0,72.402777777778,0,0,0,4,4,1,11,21.02
