"Zunzingen, 25.01.2021",Data per day from: 01.01.2020 to 31.12.2020,,,,,,,,,,,,,
time,Date,Tmin,Tavg,Tmax,LeafSurfGrowing,LeafSurfNoGrowing,TotalLeafSurf,NbrLeaves,DegrDaysBeeryInf,SuscBeery,IntensityOfInf,complInk.Leaf,complInk.Beery,RiskIndexMark
15.04.2020 12:00:00,15.04.2020,-1.35,9.120486111111,20.37,3.973705431484,0,3.973705431484,1,0,0,0,0,0,
16.04.2020 12:00:00,16.04.2020,3.64,15.657986111111,25.34,4.392099431289,0,4.392099431289,1,0,0,0,0,0,
17.04.2020 12:00:00,17.04.2020,8.79,18.692222222222,26.94,6.883980208161,0,6.883980208161,1,0,0,0,0,0,
18.04.2020 12:00:00,18.04.2020,9.36,17.539583333333,24.96,14.501985649838,0,14.501985649838,2,0,0,0,0,0,
19.04.2020 12:00:00,19.04.2020,8.81,16.533333333333,23.07,23.40697066968,0,23.40697066968,2,0,0,14.188333333333,0,0,
20.04.2020 12:00:00,20.04.2020,9.11,15.433888888889,23.46,32.99926246851,0,32.99926246851,2,0,0,0.031356073122,0,0,
21.04.2020 12:00:00,21.04.2020,7.78,13.001736111111,20.65,39.879962446016,0,39.879962446016,2,0,0,0.000006007235,0,0,
22.04.2020 12:00:00,22.04.2020,6.65,14.690625,23.85,48.709352546813,0,48.709352546813,3,0,0,2.500000000002,0,0,
23.04.2020 12:00:00,23.04.2020,5.09,14.890763888889,23.89,62.355723817046,0,62.355723817046,3,0,0,0.26471025,0,0,
24.04.2020 12:00:00,24.04.2020,6.02,16.69875,25.42,87.688345135673,0,87.688345135673,3,0,0,0.000050713516,0,0,
25.04.2020 12:00:00,25.04.2020,8.74,16.119375,22.46,108.253988410161,0,108.253988410161,4,0,0,6.143333339757,0,0,
26.04.2020 12:00:00,26.04.2020,8.27,13.534305555556,21.51,121.317410789178,0,121.317410789178,4,0,0,24.920005308248,0,0,
27.04.2020 12:00:00,27.04.2020,10.09,17.417430555556,24.18,163.998378038697,0,163.998378038697,4,0,0,22.899510104879,0,0,
28.04.2020 12:00:00,28.04.2020,11.49,14.683958333333,18.73,186.843296632009,0,186.843296632009,5,0,0,37.69522572276,0,0,
29.04.2020 12:00:00,29.04.2020,9.58,12.974930555556,17.44,202.062482775589,0,202.062482775589,5,0,0,46.083376392804,0,0,
30.04.2020 12:00:00,30.04.2020,10.69,12.374166666667,14.64,214.31075559974,0,214.31075559974,5,0,0,51.10090613815,0,0,
01.05.2020 12:00:00,01.05.2020,10.13,11.550555555556,14.42,222.42560638771,0,222.42560638771,5,0,0,40.32743859854,0,0,
02.05.2020 12:00:00,02.05.2020,6.78,9.725416666667,11.57,0,222.42560638771,222.42560638771,5,0,0,121.030930400858,0,0,!
03.05.2020 12:00:00,03.05.2020,2.5,12.140555555556,19.92,238.29556957041,0,238.29556957041,5,0,0,74.516564768266,0,0,
04.05.2020 12:00:00,04.05.2020,12.46,17.797152777778,24.31,293.835741501921,0,293.835741501921,5,0,0,0.610739976136,0,0,
05.05.2020 12:00:00,05.05.2020,9.7,11.347916666667,13.46,302.314287462455,0,302.314287462455,6,0,0,33.285247233645,0,0,
06.05.2020 12:00:00,06.05.2020,5.67,12.187708333333,19.01,316.040942604598,0,316.040942604598,6,0,0,56.901913900312,0,0,
07.05.2020 12:00:00,07.05.2020,3.02,13.772013888889,24.27,340.567789916319,0,340.567789916319,6,0,0,0.0875680054,0,0,
08.05.2020 12:00:00,08.05.2020,7.87,18.436736111111,28.18,406.557457376065,0,406.557457376065,6,0,0,0.000135467084,0,0,
09.05.2020 12:00:00,09.05.2020,12.41,20.016458333333,27.62,486.664608292828,0,486.664608292828,7,0,0,0.000000025953,0,0,
10.05.2020 12:00:00,10.05.2020,14.54,19.994166666667,26.87,573.812920051079,0,573.812920051079,7,0,0,29.125325000002,0,0,
11.05.2020 12:00:00,11.05.2020,3.87,9.245416666667,16.51,0,573.812920051079,573.812920051079,7,0,0,49.71573030059,0,0,
12.05.2020 12:00:00,12.05.2020,1.11,8.780347222222,14.54,0,573.812920051079,573.812920051079,7,0,0,49.71573030059,0,0,
13.05.2020 12:00:00,13.05.2020,5.59,8.164583333333,9.5,0,573.812920051079,573.812920051079,7,0,0,44.679006060043,0,0,
14.05.2020 12:00:00,14.05.2020,7.81,10.18625,13.07,542.287725092615,33.159913586939,575.447638679554,7,0,0,70.459006060043,0,0,
15.05.2020 12:00:00,15.05.2020,5.81,11.643333333333,16.39,588.554480089933,0,588.554480089933,7,0,0,0.23415592564,0,0,
16.05.2020 12:00:00,16.05.2020,2.94,12.334375,19.97,607.704989220838,0,607.704989220838,7,0,0,1.975453533088,0,0,
17.05.2020 12:00:00,17.05.2020,5.92,14.107916666667,20.8,648.397991937178,0,648.397991937178,8,0,0,0.019139973793,0,0,
18.05.2020 12:00:00,18.05.2020,6.11,16.334930555556,23.96,709.092770264074,0,709.092770264074,8,0,0,2.515000836392,0,0,
19.05.2020 12:00:00,19.05.2020,8.65,18.527152777778,25.09,786.978184148342,0,786.978184148342,8,0,0,0.003685915405,0,0,
20.05.2020 12:00:00,20.05.2020,10.61,18.77875,25.39,876.872403165425,0,876.872403165425,9,0,0,0.000000706152,0,0,
21.05.2020 12:00:00,21.05.2020,10.04,19.275069444444,27.42,964.590159204924,0,964.590159204924,9,0,0,5.440000000027,0,0,
22.05.2020 12:00:00,22.05.2020,11.32,20.874305555556,28.29,1067.98906982824,0,1067.98906982824,10,0,0,0.007529784477,1,0,
23.05.2020 12:00:00,23.05.2020,9.63,14.809375,22.47,1082.99435923947,33.386781985946,1116.38114122542,10,0,0,72.342073433965,0,0,
24.05.2020 12:00:00,24.05.2020,9.44,15.014930555556,21.3,1130.66198776499,33.389953813226,1164.05194157821,10,0,0,31.293731788585,0,0,
25.05.2020 12:00:00,25.05.2020,7.25,14.82625,20.31,1177.68732853492,33.392353392414,1211.07968192734,10,0,0,3.896124141606,0,0,
26.05.2020 12:00:00,26.05.2020,6.49,14.961597222222,21.35,1220.97063946271,33.394321323283,1254.36496078599,11,0,0,15.265885760185,0,0,
27.05.2020 12:00:00,27.05.2020,6.19,15.978881118881,23.41,1271.30495355755,33.396157625157,1304.70111118271,11,0,0,6.139135747164,0,0,
28.05.2020 12:00:00,28.05.2020,8.36,16.202430555556,23.07,1312.44727459756,52.029592813443,1364.476867411,11,0,0,9.637280277606,0,0,
29.05.2020 12:00:00,29.05.2020,6.6,15.692222222222,22.13,1303.48880096122,112.739710770083,1416.2285117313,11,0,0,0.016814440983,0,0,
30.05.2020 12:00:00,30.05.2020,7.01,14.931458333333,21.82,1313.42207898545,142.797417500655,1456.2194964861,12,0,0,0.000003221331,0,0,
