"Zunzingen, 07.01.2020",Data per day from: 01.01.2019 to 31.12.2019,,,,,,,,,,,,,
time,Date,Tmin,Tavg,Tmax,LeafSurfGrowing,LeafSurfNoGrowing,TotalLeafSurf,NbrLeaves,DegrDaysBeeryInf,SuscBeery,IntensityOfInf,complInk.Leaf,complInk.Beery,RiskIndexMark
22.04.2019 12:00:00,22.04.2019,6.44,15.648958333333,26.59,4.043186493125,0,4.043186493125,1,0,0,0,0,0,
23.04.2019 12:00:00,23.04.2019,10.42,15.825208333333,23.53,4.471149517116,0,4.471149517116,1,0,0,0,0,0,
24.04.2019 12:00:00,24.04.2019,5.77,14.198541666667,25,5.578701193029,0,5.578701193029,1,0,0,21.91,0,0,
25.04.2019 12:00:00,25.04.2019,4.37,12.178888888889,21.68,6.255872980533,0,6.255872980533,1,0,0,39.8,0,0,
26.04.2019 12:00:00,26.04.2019,6.85,9.680069444444,15.19,0,6.255872980533,6.255872980533,1,0,0,25.746755898684,0,0,
27.04.2019 12:00:00,27.04.2019,4.92,9.306666666667,13.33,0,6.255872980533,6.255872980533,1,0,0,42.463107418537,0,0,
28.04.2019 12:00:00,28.04.2019,3.27,7.140138888889,12.53,0,6.255872980533,6.255872980533,1,0,0,33.763388747864,0,0,
29.04.2019 12:00:00,29.04.2019,2.01,7.9475,12.51,0,6.255872980533,6.255872980533,1,0,0,6.12908143935,0,0,
30.04.2019 12:00:00,30.04.2019,4.55,9.765694444444,14.71,0,6.255872980533,6.255872980533,1,0,0,19.23408143935,0,0,
01.05.2019 12:00:00,01.05.2019,2.44,11.348819444444,20.69,6.709287954287,0,6.709287954287,1,0,0,11.493603241595,0,0,
02.05.2019 12:00:00,02.05.2019,5.12,12.001805555556,19.73,7.426977392775,0,7.426977392775,1,0,0,22.522996932639,0,0,
03.05.2019 12:00:00,03.05.2019,7.62,10.366597222222,14.97,7.557153546462,0,7.557153546462,1,0,0,70.497934471796,0,0,
04.05.2019 12:00:00,04.05.2019,0.55,5.401944444444,11.38,0,7.557153546462,7.557153546462,1,0,0,34.04189390705,0,0,
05.05.2019 12:00:00,05.05.2019,0.11,4.675416666667,9.55,0,7.557153546462,7.557153546462,1,0,0,6.94305005351,0,0,
06.05.2019 12:00:00,06.05.2019,-0.24,6.231666666667,13.27,0,7.557153546462,7.557153546462,1,0,0,1.452811667661,0,0,
07.05.2019 12:00:00,07.05.2019,0.05,8.840833333333,15.92,0,7.557153546462,7.557153546462,1,0,0,1.675172984566,0,0,
08.05.2019 12:00:00,08.05.2019,8.92,11.798611111111,14.74,10.789681054591,0,10.789681054591,1,0,0,84.526555684795,0,0,
09.05.2019 12:00:00,09.05.2019,8.79,12.140902777778,16.38,12.040361998971,0,12.040361998971,1,0,0,49.735774216477,0,0,
10.05.2019 12:00:00,10.05.2019,10.45,14.101180555556,18.09,16.877474065245,0,16.877474065245,2,0,0,34.994374684264,0,0,
11.05.2019 12:00:00,11.05.2019,8.13,12.885486111111,18.05,22.605930172545,0,22.605930172545,2,0,0,32.79879695612,0,0,
12.05.2019 12:00:00,12.05.2019,3.77,9.396458333333,13.24,0,22.605930172545,22.605930172545,2,0,0,42.914794431241,0,0,
13.05.2019 12:00:00,13.05.2019,1.33,10.114722222222,17.04,22.756780201045,0,22.756780201045,2,0,0,2.109513096665,0,0,
14.05.2019 12:00:00,14.05.2019,3.08,11.026736111111,16.56,23.897635236095,0,23.897635236095,2,0,0,0.004907371159,0,0,
15.05.2019 12:00:00,15.05.2019,2.65,9.793680555556,16.09,0,23.897635236095,23.897635236095,2,0,0,1.755000005101,0,0,
16.05.2019 12:00:00,16.05.2019,1.48,9.093680555556,14.3,0,23.897635236095,23.897635236095,2,0,0,1.874892114286,0,0,
17.05.2019 12:00:00,17.05.2019,3.65,12.50625,20.84,26.923596786486,0,26.923596786486,2,0,0,17.468749848673,0,0,
18.05.2019 12:00:00,18.05.2019,10.48,14.954166666667,19.99,37.442728388548,0,37.442728388548,2,0,0,18.663749848673,0,0,
19.05.2019 12:00:00,19.05.2019,11.47,14.565138888889,19.34,48.683714732035,0,48.683714732035,3,0,0,85.89452779389,0,0,!
20.05.2019 12:00:00,20.05.2019,12.11,13.509722222222,17.62,56.274792302809,0,56.274792302809,3,0,0,111.79458739655,0,0,!
