"Zunzingen, 16.03.2021",Data per day from: 01.01.2017 to 31.12.2017,,,,,,,,,,,,,
time,Datum,Tmin,Tavg,Tmax,Niederschlag,Feuchte,OidiumIndex,Stadienspez. Anfaelligkeit,OidiumTageswert,Blattfläche,BlattflaecheImWachstum,Blattanzahl,BBCHStadium,DayMonth
01.01.2017 23:50:00,01.01.2017,-8.69,-0.996319444444444,7.52,0.2,91.201388888889,0,0,0,0,0,0,0,01.01
02.01.2017 23:50:00,02.01.2017,-2.7,-0.338888888888889,2.18,0,98.590277777778,0,0,0,0,0,0,0,02.01
03.01.2017 23:50:00,03.01.2017,-4.99,-2.186388888889,0.46,0.6,98.180555555556,0,0,0,0,0,0,0,03.01
04.01.2017 23:50:00,04.01.2017,-4.79,-0.197916666666667,1.15,0,89.875,0,0,0,0,0,0,0,04.01
05.01.2017 23:50:00,05.01.2017,-8.94,-1.80125,1.78,0.6,93.930555555556,0,0,0,0,0,0,0,05.01
06.01.2017 23:50:00,06.01.2017,-11.8,-8.220208333333,-2.89,0,89.770833333333,0,0,0,0,0,0,0,06.01
07.01.2017 23:50:00,07.01.2017,-12.31,-6.327430555556,-0.83,0.1,82.972222222222,0,0,0,0,0,0,0,07.01
08.01.2017 23:50:00,08.01.2017,-1.99,-1.030625,1,0.4,90.986111111111,0,0,0,0,0,0,0,08.01
09.01.2017 23:50:00,09.01.2017,-1.79,0.012708333333,2.31,0.5,87.944444444444,0,0,0,0,0,0,0,09.01
10.01.2017 23:50:00,10.01.2017,-0.02,1.358541666667,3.62,9.4,92.993055555556,0,0,0,0,0,0,0,10.01
11.01.2017 23:50:00,11.01.2017,0.53,3.461736111111,5.58,1.7,89.805555555556,0,0,0,0,0,0,0,11.01
12.01.2017 23:50:00,12.01.2017,5.53,6.604652777778,9.91,1.3,87.076388888889,0,0,0,0,0,0,0,12.01
13.01.2017 23:50:00,13.01.2017,0.41,2.321041666667,9.05,2.6,85.847222222222,0,0,0,0,0,0,0,13.01
14.01.2017 23:50:00,14.01.2017,-0.83,0.933958333333,2,2.9,92.986111111111,0,0,0,0,0,0,0,14.01
15.01.2017 23:50:00,15.01.2017,-3.58,-0.579583333333333,1.63,0.5,93.069444444444,0,0,0,0,0,0,0,15.01
16.01.2017 23:50:00,16.01.2017,-5.95,-2.712152777778,-0.2,0,91.902777777778,0,0,0,0,0,0,0,16.01
17.01.2017 23:50:00,17.01.2017,-5.63,-3.549930555556,-1.39,0,81.506944444444,0,0,0,0,0,0,0,17.01
18.01.2017 23:50:00,18.01.2017,-8.9,-5.072152777778,-0.06,0,79.847222222222,0,0,0,0,0,0,0,18.01
19.01.2017 23:50:00,19.01.2017,-11.33,-6.579861111111,-2.5,0,89.506944444444,0,0,0,0,0,0,0,19.01
20.01.2017 23:50:00,20.01.2017,-9.76,-5.905486111111,0.45,0,87.506944444444,0,0,0,0,0,0,0,20.01
21.01.2017 23:50:00,21.01.2017,-10.48,-6.355347222222,0.73,0,90.368055555556,0,0,0,0,0,0,0,21.01
22.01.2017 23:50:00,22.01.2017,-10.52,-7.114930555556,-3.42,0,96.791666666667,0,0,0,0,0,0,0,22.01
23.01.2017 23:50:00,23.01.2017,-7.24,-6.594791666667,-6.05,0,97.833333333333,0,0,0,0,0,0,0,23.01
24.01.2017 23:50:00,24.01.2017,-7.33,-5.716458333333,-4.25,0,96.305555555556,0,0,0,0,0,0,0,24.01
25.01.2017 23:50:00,25.01.2017,-10.07,-6.288402777778,-4.55,0,91.3125,0,0,0,0,0,0,0,25.01
26.01.2017 23:50:00,26.01.2017,-10.22,-5.90625,-1.06,0,85.243055555556,0,0,0,0,0,0,0,26.01
27.01.2017 23:50:00,27.01.2017,-9.08,-4.531944444444,1.54,0.4,89.534722222222,0,0,0,0,0,0,0,27.01
28.01.2017 23:50:00,28.01.2017,-5.6,-0.843194444444445,8.21,1,86.333333333333,0,0,0,0,0,0,0,28.01
29.01.2017 23:50:00,29.01.2017,-2.1,4.130555555556,10.38,0.1,83.354166666667,0,0,0,0,0,0,0,29.01
30.01.2017 23:50:00,30.01.2017,-0.27,6.768958333333,9.72,1.1,79.256944444444,0,0,0,0,0,0,0,30.01
31.01.2017 23:50:00,31.01.2017,3.06,7.528333333333,8.86,13.7,96.673611111111,0,0,0,0,0,0,0,31.01
01.02.2017 23:50:00,01.02.2017,1.5,3.165625,5.66,0.9,99.6875,0,0,0,0,0,0,0,01.02
02.02.2017 23:50:00,02.02.2017,2.04,6.768055555556,15.01,0.1,92.569444444444,0,0,0,0,0,0,0,02.02
03.02.2017 23:50:00,03.02.2017,5.71,9.251944444444,12.88,1.2,78.263888888889,0,0,0,0,0,0,0,03.02
04.02.2017 23:50:00,04.02.2017,3.59,6.879305555556,9.46,8.3,75.180555555556,0,0,0,0,0,0,0,04.02
05.02.2017 23:50:00,05.02.2017,0.97,3.645,6.74,11.8,92.013888888889,0,0,0,0,0,0,0,05.02
06.02.2017 23:50:00,06.02.2017,1.55,4.250277777778,6.56,3,96.243055555556,0,0,0,0,0,0,0,06.02
07.02.2017 23:50:00,07.02.2017,1.35,4.108611111111,7.61,1.7,94.951388888889,0,0,0,0,0,0,0,07.02
08.02.2017 23:50:00,08.02.2017,2.56,3.907986111111,4.8,1.3,99.152777777778,0,0,0,0,0,0,0,08.02
09.02.2017 23:50:00,09.02.2017,-0.24,1.574305555556,3.62,0,91.270833333333,0,0,0,0,0,0,0,09.02
10.02.2017 23:50:00,10.02.2017,-1.15,0.253125,2.28,0.8,98.541666666667,0,0,0,0,0,0,0,10.02
11.02.2017 23:50:00,11.02.2017,0.09,2.983611111111,7.19,0,94.743055555556,0,0,0,0,0,0,0,11.02
12.02.2017 23:50:00,12.02.2017,1.88,3.468125,5.33,0.2,97.666666666667,0,0,0,0,0,0,0,12.02
13.02.2017 23:50:00,13.02.2017,0.18,1.573888888889,4.7,0,95.951388888889,0,0,0,0,0,0,0,13.02
14.02.2017 23:50:00,14.02.2017,-2.57,2.402986111111,9,0,90.645833333333,0,0,0,0,0,0,0,14.02
15.02.2017 23:50:00,15.02.2017,-1.56,5.179930555556,16.52,0.2,85.791666666667,0,0,0,0,0,0,0,15.02
16.02.2017 23:50:00,16.02.2017,0.39,8.669652777778,16.78,0,77.201388888889,0,0,0,0,0,0,0,16.02
17.02.2017 23:50:00,17.02.2017,2.37,7.784652777778,11.71,2.5,84.833333333333,0,0,0,0,0,0,0,17.02
18.02.2017 23:50:00,18.02.2017,0.35,3.965763888889,8.78,0.1,95.638888888889,0,0,0,0,0,0,0,18.02
19.02.2017 23:50:00,19.02.2017,-2.24,4.907708333333,11.83,0.2,80.041666666667,0,0,0,0,0,0,0,19.02
20.02.2017 23:50:00,20.02.2017,6.17,7.865763888889,9.99,1.5,79.0625,0,0,0,0,0,0,0,20.02
21.02.2017 23:50:00,21.02.2017,8.35,10.413958333333,12.72,0.1,87.944444444444,0,0,0,0,0,0,0,21.02
22.02.2017 23:50:00,22.02.2017,8.78,10.030902777778,10.8,0.1,80.590277777778,0,0,0,0,0,0,0,22.02
23.02.2017 23:50:00,23.02.2017,7.99,11.979861111111,19.8,0.3,64.618055555556,0,0,0,0,0,0,0,23.02
24.02.2017 23:50:00,24.02.2017,-0.3,5.374027777778,8.53,0.9,81.388888888889,0,0,0,0,0,0,0,24.02
25.02.2017 23:50:00,25.02.2017,-3.04,1.607222222222,9.33,0.2,90.229166666667,0,0,0,0,0,0,0,25.02
26.02.2017 23:50:00,26.02.2017,0.87,8.594722222222,12.63,0.1,55.972222222222,0,0,0,0,0,0,0,26.02
27.02.2017 23:50:00,27.02.2017,6.51,11.783819444444,16.58,0,55.138888888889,0,0,0,0,0,0,0,27.02
28.02.2017 23:50:00,28.02.2017,2.44,5.6775,9.18,22.1,84.791666666667,0,0,0,0,0,0,0,28.02
