"Zunzingen, 16.03.2021",Data per day from: 01.01.2013 to 31.12.2013,,,,,,,,,,,,,
time,Date,Tmin,Tavg,Tmax,LeafSurfGrowing,LeafSurfNoGrowing,TotalLeafSurf,NbrLeaves,DegrDaysBeeryInf,SuscBeery,IntensityOfInf,complInk.Leaf,complInk.Beery,RiskIndexMark
06.05.2013 12:00:00,06.05.2013,7.51,14.643402777778,21,4.032185522642,0,4.032185522642,1,0,0,59.225989916413,0,0,
07.05.2013 12:00:00,07.05.2013,10.86,16.524791666667,21.46,4.519551277957,0,4.519551277957,1,0,0,132.569323249747,0,0,!
08.05.2013 12:00:00,08.05.2013,7.62,17.529444444444,25.64,6.702891928891,0,6.702891928891,1,0,0,119.59069183102,0,0,!
09.05.2013 12:00:00,09.05.2013,13.38,17.079097222222,20.99,12.785113370706,0,12.785113370706,2,0,0,70.461169175952,0,0,
10.05.2013 12:00:00,10.05.2013,10.88,13.740138888889,18.19,17.462730981262,0,17.462730981262,2,0,0,77.25671029712,0,0,
11.05.2013 12:00:00,11.05.2013,7.65,12.605833333333,18.28,23.040184694727,0,23.040184694727,2,0,0,51.430346025386,0,0,
12.05.2013 12:00:00,12.05.2013,9.34,11.406597222222,14.63,24.627071690496,0,24.627071690496,2,0,0,69.413788551127,0,0,
13.05.2013 12:00:00,13.05.2013,9.01,12.357638888889,16.37,27.507155413867,0,27.507155413867,2,0,0,8.224403053263,0,0,
14.05.2013 12:00:00,14.05.2013,10.32,15.090902777778,22.58,38.497016230802,0,38.497016230802,2,0,0,23.441065947352,0,0,
15.05.2013 12:00:00,15.05.2013,10.12,14.181388888889,18.49,49.08198731984,0,49.08198731984,3,0,0,96.64578740573,0,0,!
16.05.2013 12:00:00,16.05.2013,9.91,11.878611111111,15.97,53.08961774177,0,53.08961774177,3,0,0,179.977454072397,0,0,!!
17.05.2013 12:00:00,17.05.2013,7.27,10.812986111111,16.04,54.86335100536,0,54.86335100536,3,0,0,149.985175727993,0,0,!
18.05.2013 12:00:00,18.05.2013,8.08,15.418194444444,22.08,71.27346719571,0,71.27346719571,3,0,0,63.015802200504,0,0,
19.05.2013 12:00:00,19.05.2013,9.21,11.876736111111,17.29,76.418498066669,0,76.418498066669,3,0,0,52.857399214075,0,0,
20.05.2013 12:00:00,20.05.2013,9.89,11.439027777778,14.08,85.044164131475,0,85.044164131475,3,0,0,61.695732547408,0,0,
21.05.2013 12:00:00,21.05.2013,8.79,10.703819444444,13.29,87.282992478888,0,87.282992478888,3,0,0,123.457270210275,0,0,!
